alpha,exact,cutoff_mass_mc2,MC-I,MC-II,GJ-I,GJ-II,MC-I_rel_err,MC-II_rel_err,GJ-I_rel_err,GJ-II_rel_err
1.5742424242424242,0.5212226827399251,0.0008804907181391808,0.521957541625214,0.5214830973776027,0.5212226827400238,0.5212226828712475,0.001409875106405482,0.0004996226110280456,1.893601912532733e-13,2.5195065707914573e-10
1.584141414141414,0.515011634689942,0.0010369572133511241,0.5150646938075635,0.5149601419935689,0.5150116346898094,0.5150116348240574,0.00010302508535244704,9.99835594086498e-05,2.5760903736200043e-13,2.604123410622979e-10
1.594040404040404,0.5087516541404515,0.0012212283902247306,0.5093265847880266,0.5088580201730202,0.5087516541405326,0.5087516541294692,0.0011300811366332314,0.00020907260291535935,1.5930421088176335e-13,2.1586811699211e-11
1.603939393939394,0.50244363332295,0.0014382452447301599,0.5022962481779452,0.5021890679093507,0.5024436333230686,0.5024436335759879,0.0002933366754595789,0.0005066546707252756,2.3621125527556405e-13,5.036145493055382e-10
1.6138383838383838,0.4960884831943904,0.0016938268063095515,0.4955580973345297,0.4956028959285942,0.4960884831943595,0.49608848370493375,0.0010691356034824035,0.0009788319669697962,6.23270087560062e-14,1.0291376380020398e-09
1.6237373737373737,0.489687133398939,0.00199482616771043,0.4904670263267868,0.4898239909011851,0.489687133398785,0.48968713361771543,0.001592635122827372,0.00027947947354914175,3.1446187374104053e-13,4.4676779618223936e-10
1.6336363636363638,0.4832405322232575,0.0023493142419042947,0.482747672805621,0.4827334115304898,0.48324053222317914,0.483240532032925,0.0010199049640332056,0.0010494167168357763,1.6220027152507898e-13,3.938670596211742e-10
1.6435353535353534,0.47674964654522595,0.0027667961732971862,0.4772721258124285,0.4766450816781609,0.4767496465453578,0.4767496462174331,0.0010959195690835063,0.00021932867244431345,2.7653714088643943e-13,6.875576118316449e-10
1.6534343434343435,0.47021546177601176,0.0032584662060222863,0.4702958691318398,0.46989165995455495,0.4702154617757583,0.4702154616801526,0.00017100108857403013,0.0006886243600620851,5.390378180347063e-13,2.0386219029438075e-10
1.6633333333333333,0.46363898179540836,0.0038375078432815145,0.4642234658659115,0.4634535987982816,0.4636389817953367,0.46363898186729996,0.0012606447978981035,0.00039984342215768727,1.5457047196945506e-13,1.550594462587837e-10
1.6732323232323232,0.45702122888035135,0.004519447346125529,0.45690002903219196,0.45620076124478093,0.4570212288802612,0.457021228519743,0.00026519522617432414,0.001795250600460007,1.9725584699953643e-13,7.890407572014222e-10
1.6831313131313133,0.45036324362653263,0.005322570050289478,0.45056356338401626,0.44973192674112233,0.45036324362614066,0.4503632448521118,0.0004447959737357086,0.0014017948719052618,8.703291052076867e-13,2.7213126537984535e-09
1.6930303030303029,0.44366608486302717,0.00626841066408819,0.44377040378179966,0.44281027136849616,0.4436660848634697,0.4436660845329029,0.00023512935140106777,0.0019289585653030595,9.974503634917485e-13,7.440827066208974e-10
1.702929292929293,0.43693082955985446,0.007382330694082233,0.43675125611506105,0.4354918350278055,0.4369308295597433,0.4369308303446051,0.0004109882678095922,0.0032934149634132456,2.5447697528740726e-13,1.7960523731850958e-09
1.7128282828282828,0.4301585727283922,0.008694198481444884,0.43000327749486716,0.4287610832381457,0.43015857272837876,0.4301585740822602,0.0003610185716863252,0.003248777494733035,3.12296428564882e-14,3.1473696063006107e-09
1.7227272727272727,0.42335042731456457,0.010239190083336647,0.4236696695735675,0.4220652579616167,0.42335042731456995,0.42335042674077905,0.000754085122880292,0.0030357105367769975,1.2718970673037898e-14,1.3553441359150476e-09
